Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Access_to_Resources_Encoded,Parental_Involvement_Encoded,Motivation_Level_Encoded,Family_Income_Encoded,Teacher_Quality_Encoded,Peer_Influence_Encoded,Parental_Education_Level_Encoded,Distance_from_Home_Encoded,Extracurricular_Activities_Encoded,Internet_Access_Encoded,Learning_Disabilities_Encoded,School_Type_Encoded,Gender_Encoded
14.0,69,4,71,1.0,4,64.0,2,3,2,2,2,3,1,1,1,1,0,0,1
19.0,68,8,75,1.0,4,64.0,1,2,1,2,2,2,3,1,1,1,0,1,0
11.0,83,5,63,2.0,3,65.0,2,2,2,1,2,2,2,1,1,1,0,0,0
28.0,73,7,62,3.0,3,68.0,1,2,2,3,2,2,3,2,0,1,0,0,1
18.0,93,6,80,1.0,3,69.0,3,1,2,2,2,1,1,1,1,1,0,1,0
17.0,67,6,59,0.0,3,61.0,2,2,2,2,2,1,1,1,0,1,0,0,1
30.0,79,7,78,3.0,2,72.0,3,2,2,3,3,3,3,2,0,0,0,1,1
13.0,61,8,85,1.2926987210620042,3,61.0,1,2,2,1,2,2,2,2,1,1,0,1,0
13.0,79,7,60,1.0,4,66.0,3,3,2,1,3,2,2,2,0,1,0,1,0
13.0,62,9,87,1.0,1,60.0,2,1,2,1,2,1,2,2,1,1,0,0,0
20.0,99,9,68,1.0,3,69.0,1,2,1,1,3,3,3,3,0,1,0,0,0
23.0,92,9,100,1.0,2,72.0,3,2,2,3,3,2,2,1,0,1,1,0,0
24.0,80,7,99,2.0,2,69.0,3,2,1,2,2,1,1,2,1,1,0,0,1
35.0,63,6,90,0.0,3,71.0,3,3,1,2,2,3,2,1,1,1,0,0,0
7.0,84,7,67,1.0,3,64.0,3,2,2,2,2,2,2,1,0,1,0,1,0
24.0,90,9,97,3.0,4,71.0,1,1,3,1,2,3,1,1,1,1,0,0,0
17.0,68,9,100,1.0,3,64.0,2,1,3,2,3,1,1,2,1,1,0,0,0
16.0,83,4,73,3.0,3,67.0,2,2,3,1,1,1,2,1,1,1,0,0,1
16.0,93,7,81,2.0,3,67.0,1,2,2,1,2,1,3,2,1,1,1,1,0
15.0,91,4,50,1.0,3,66.0,3,1,3,2,2,2,1,2,1,1,0,0,1
30.0,92,7,52,3.0,4,73.0,2,1,2,3,2,3,2,1,1,1,0,1,0
25.0,95,6,75,1.0,4,73.0,3,2,2,2,2,3,1,2,1,1,0,1,0
20.0,98,6,80,0.0,2,70.0,2,2,2,2,2,3,2,2,0,1,0,0,0
28.0,76,8,66,1.2926987210620042,4,70.0,2,1,2,3,1,3,2,2,1,1,0,0,0
11.0,83,6,55,0.0,4,62.0,1,2,1,1,2,3,3,1,1,1,1,0,1
12.0,92,7,89,1.0,2,68.0,1,3,2,2,3,2,3,2,1,1,0,1,0
7.0,88,6,71,0.0,3,65.0,3,3,2,1,2,3,1,2,1,1,0,0,1
16.0,100,7,82,2.0,2,73.0,3,3,2,3,2,3,1,1,1,1,0,0,0
21.0,61,8,83,1.0,3,65.0,2,3,3,1,2,2,2,1,1,0,0,1,1
21.0,74,6,77,0.0,3,66.0,3,2,3,2,2,2,2,1,1,0,0,0,0
21.0,71,8,59,3.0,3,64.0,2,1,2,1,2,2,2,2,1,1,0,0,0
12.0,70,7,81,0.0,3,63.0,3,2,3,1,2,3,1,1,0,1,0,0,0
25.0,69,7,66,0.0,3,62.0,2,2,2,1,1,2,2,1,0,0,1,0,0
21.0,88,6,91,0.0,4,70.0,2,3,1,1,2,2,3,2,1,1,0,1,1
24.0,63,8,60,3.0,3,65.0,2,2,2,3,2,2,1,1,0,1,0,0,0
9.0,90,8,65,0.0,5,64.0,2,2,2,2,2,2,1,3,1,1,0,1,0
22.0,88,7,72,1.2926987210620042,2,70.0,2,2,1,3,2,1,3,1,0,1,0,0,0
13.0,70,7,87,1.0,5,62.0,2,2,2,1,1,2,1,1,0,1,0,0,0
18.0,70,8,86,1.2926987210620042,2,67.0,2,2,2,3,2,3,1,1,0,1,0,0,1
23.0,85,8,67,1.0,3,66.0,1,2,1,2,2,2,3,3,0,1,0,1,1
21.0,90,7,76,2.0,3,74.0,3,3,3,3,3,3,2,2,1,1,0,0,1
15.0,95,9,62,2.0,3,69.0,3,2,2,2,2,3,1,3,1,1,0,0,0
20.0,94,8,89,0.0,4,70.0,3,2,1,2,2,3,1,2,1,1,1,0,1
11.0,99,10,60,1.0,1,68.0,2,2,2,3,2,3,2,1,0,1,0,0,1
27.0,83,5,91,3.0,2,70.0,1,2,2,1,2,2,3,1,0,1,0,0,0
19.0,96,8,97,3.0,2,71.0,2,2,2,2,2,1,1,1,1,1,0,0,0
27.0,92,9,100,2.0,0,73.0,1,2,3,2,3,3,3,2,1,1,0,0,1
17.0,96,9,93,3.0,2,69.0,2,2,1,2,2,2,1,3,0,1,0,1,0
17.0,60,7,61,1.0,4,61.0,1,1,2,1,2,3,3,1,1,1,0,0,1
15.0,99,5,71,0.0,2,68.0,2,2,2,2,2,2,2,2,1,1,0,0,0
25.0,79,9,54,1.0,2,66.0,1,2,2,1,2,3,3,3,1,1,0,1,0
16.0,92,6,58,0.0,4,67.0,1,3,1,3,2,3,1,1,1,1,0,1,1
24.0,65,7,52,1.0,1,64.0,3,1,2,3,2,2,3,2,1,1,0,0,1
18.0,76,10,82,1.0,4,67.0,3,1,3,2,2,1,2,1,1,1,0,1,0
8.0,71,5,77,0.0,4,61.0,2,3,2,3,2,2,1,2,1,0,0,0,1
17.0,72,8,96,2.0,3,65.0,2,1,3,1,3,2,1,1,0,1,0,0,0
13.0,65,6,73,0.0,3,62.0,3,1,2,1,2,3,3,1,1,1,0,1,1
20.0,92,6,82,0.0,5,69.0,3,1,2,2,2,2,1,1,0,1,0,0,1
13.0,60,7,70,1.0,3,61.0,3,3,2,2,2,1,2,3,0,1,0,0,1
26.0,73,8,91,1.2926987210620042,5,69.0,2,3,2,1,1,2,1,2,0,1,0,0,0
19.0,67,8,96,1.0,3,64.0,1,2,3,3,1,3,2,1,0,0,0,0,0
19.0,84,9,72,1.0,3,65.0,1,2,3,1,2,3,1,3,0,1,0,0,1
24.0,70,6,54,1.0,1,64.0,3,2,1,3,2,2,1,2,0,1,0,0,1
26.0,70,5,58,1.0,3,68.0,3,3,2,1,1,3,3,2,1,1,0,1,0
20.0,80,6,86,1.0,3,67.0,2,1,3,1,2,3,1,1,1,1,0,1,1
15.0,86,8,66,0.0,5,68.0,2,3,1,2,3,3,2,1,1,1,0,1,0
9.0,65,7,89,2.0,4,61.0,2,1,2,1,2,3,1,2,1,1,0,0,0
16.0,67,4,87,1.2926987210620042,4,69.0,3,2,3,3,3,3,2,1,1,1,0,0,0
16.0,70,4,85,0.0,3,64.0,3,1,3,2,2,2,1,1,1,1,0,1,0
21.0,99,7,91,3.0,4,74.0,2,3,2,2,2,3,2,1,1,0,0,0,0
18.0,76,8,88,1.0,4,66.0,2,2,1,2,2,2,2,1,0,1,0,0,1
24.0,84,6,82,1.0,2,68.0,2,2,2,2,2,1,1,1,0,1,0,0,0
16.0,70,8,50,3.0,3,65.0,3,2,3,3,2,2,3,3,1,1,0,1,0
20.0,80,5,76,0.0,3,66.0,3,2,2,1,2,1,2,1,1,0,0,1,1
27.0,63,7,80,2.0,2,66.0,1,3,2,2,3,3,1,1,0,0,0,0,1
22.0,61,7,98,3.0,2,65.0,1,2,3,3,1,2,2,1,0,1,0,1,1
20.0,79,8,83,3.0,4,67.0,2,2,2,1,2,2,2,2,0,1,0,1,0
16.0,76,5,79,0.0,4,65.0,2,1,2,1,3,3,3,2,1,1,0,0,1
16.0,65,5,77,1.0,3,63.0,2,2,2,3,3,3,1,2,0,1,0,0,0
15.0,88,8,55,1.0,2,67.0,2,3,2,3,3,2,1,1,0,1,0,1,0
17.0,100,5,71,2.0,4,70.0,3,2,1,1,2,2,1,1,1,1,0,0,0
25.0,76,6,57,0.0,3,68.0,3,3,1,2,2,3,3,2,1,0,0,0,0
19.0,85,9,53,1.0,3,66.0,2,2,3,2,2,2,2,3,1,1,0,0,0
12.0,99,7,66,3.0,1,67.0,2,2,1,2,1,1,3,2,1,1,0,1,1
31.0,93,8,82,2.0,1,72.0,1,2,1,3,3,2,1,1,0,1,0,1,0
22.0,79,8,93,0.0,2,68.0,3,3,2,2,2,1,1,1,1,1,1,1,1
12.0,89,8,91,1.0,2,66.0,3,2,2,1,3,2,1,1,0,0,0,0,0
17.0,65,7,65,0.0,4,62.0,2,2,2,3,2,2,1,2,0,1,0,1,0
21.0,80,6,52,1.0,4,65.0,1,3,2,1,2,1,1,1,1,1,0,0,0
30.0,71,10,70,3.0,4,67.0,1,3,1,2,2,2,1,1,0,1,1,0,1
13.0,66,7,66,3.0,2,62.0,2,2,1,2,2,1,2,1,1,1,0,0,1
26.0,77,7,69,1.0,3,66.0,1,2,1,3,2,2,1,1,1,1,1,0,1
28.0,65,8,78,1.0,3,67.0,2,2,3,3,2,3,2,1,0,0,0,1,1
16.0,88,6,52,2.0,3,68.0,2,2,2,3,3,3,1,1,1,1,0,0,1
18.0,78,6,69,1.0,4,66.0,2,2,2,2,2,1,3,2,1,1,0,0,1
14.0,81,9,78,0.0,4,68.0,3,3,2,2,2,3,2,1,0,1,0,1,1
19.0,66,6,72,2.0,5,62.0,2,1,2,1,2,1,1,1,0,1,0,0,0
20.0,66,8,83,1.0,2,64.0,3,2,2,1,2,2,2,1,0,1,1,0,0
24.0,83,8,59,1.0,3,68.0,1,3,2,1,2,3,1,1,0,1,0,0,0
27.0,99,7,58,2.0,2,71.0,1,1,1,2,2,3,3,2,1,1,0,1,0
16.0,64,7,65,2.0,4,63.0,2,2,2,2,3,2,1,1,0,1,0,0,0
8.0,71,8,55,1.0,2,62.0,2,3,3,1,3,3,2,2,0,1,0,0,0
20.0,95,7,62,1.0,3,69.0,1,3,1,1,1,3,2,1,1,1,0,1,0
22.0,63,4,54,0.0,3,62.0,2,2,2,2,2,3,1,2,1,1,0,1,0
21.0,95,9,70,3.0,3,71.0,2,1,2,3,2,3,1,1,1,1,0,0,1
18.0,81,6,86,3.0,4,69.0,3,1,2,1,2,3,2,1,1,1,0,0,0
21.0,76,7,64,1.0,2,66.0,2,2,1,2,3,3,1,2,1,1,0,1,0
29.0,72,5,50,0.0,4,64.0,2,1,1,1,2,2,1,1,0,1,0,0,1
22.0,72,6,78,1.0,3,65.0,3,1,1,1,3,2,3,1,0,0,0,0,0
18.0,72,6,85,1.0,1,68.0,3,3,3,3,3,3,1,2,0,1,0,1,0
17.0,95,7,70,1.0,3,69.0,2,3,3,1,2,2,1,1,0,1,0,0,0
19.0,89,6,65,2.0,3,68.0,2,3,1,1,2,2,3,1,1,1,1,0,0
30.0,87,10,75,3.0,4,71.0,2,1,1,1,1,2,2,1,1,1,0,0,0
19.0,92,7,55,1.0,5,66.0,2,1,2,2,2,2,1,3,0,1,0,0,0
20.0,70,8,82,2.0,3,65.0,1,3,2,1,3,3,1,2,0,1,0,1,0
17.0,85,7,87,1.0,1,68.0,2,3,2,1,2,2,1,1,1,1,0,1,1
27.0,78,8,85,0.0,3,72.0,3,3,2,3,2,3,2,1,0,1,0,0,0
32.0,91,4,66,3.0,2,75.0,2,3,2,1,3,2,3,1,1,1,0,0,1
23.0,72,6,92,2.0,3,67.0,1,3,1,3,2,1,2,1,1,1,0,0,0
20.0,86,6,97,1.0,2,67.0,2,2,1,1,2,2,1,2,0,1,0,1,0
20.0,95,6,65,2.0,3,70.0,2,2,3,1,2,2,2,1,0,1,0,0,1
6.0,76,8,63,1.2926987210620042,3,64.0,2,2,2,2,2,2,2,1,1,1,0,0,0
24.0,63,8,85,1.0,3,65.0,2,2,3,1,2,3,1,3,1,1,0,1,1
21.0,81,7,85,1.0,3,68.0,2,2,2,1,3,1,3,2,1,1,0,0,0
23.0,74,7,76,1.0,2,67.0,3,3,2,2,1,2,2,2,0,1,0,0,1
16.0,87,10,96,1.0,1,66.0,2,1,2,1,3,3,2,2,1,0,0,0,0
18.0,98,7,57,0.0,1,69.0,2,3,1,3,2,2,3,2,0,1,0,1,0
18.0,79,4,74,2.0,1,64.0,3,1,1,1,2,1,1,1,0,1,0,0,1
26.0,79,8,52,1.0,3,68.0,3,2,3,2,2,1,3,1,1,1,1,0,1
18.0,86,8,53,1.2926987210620042,3,68.0,2,3,1,1,3,1,1,1,0,1,0,1,0
32.0,64,9,53,1.0,3,65.0,3,1,1,1,2,3,2,1,1,0,0,1,1
23.0,70,8,75,0.0,2,65.0,2,2,2,3,2,3,1,2,1,1,0,0,0
12.0,97,6,79,1.0,2,65.0,2,1,2,2,2,1,1,1,1,0,0,0,0
19.0,87,8,50,0.0,2,67.0,2,3,1,3,3,2,1,1,0,1,0,0,1
16.0,61,7,82,2.0,3,63.0,2,3,2,1,2,1,1,1,1,1,0,0,1
7.0,68,9,74,1.0,3,62.0,2,3,2,1,3,3,1,1,0,1,0,0,1
30.0,87,9,61,2.0,4,73.0,2,3,3,2,3,2,1,2,1,1,0,1,0
24.0,91,7,51,2.0,3,72.0,3,3,3,2,2,2,1,2,1,1,0,0,0
23.0,94,8,58,1.2926987210620042,6,71.0,2,1,3,1,1,2,1,1,0,1,0,0,1
21.0,72,9,80,3.0,4,67.0,2,2,3,1,2,2,1,1,0,1,0,0,0
12.0,97,7,83,0.0,2,66.0,1,2,2,1,2,2,2,2,1,1,0,0,0
17.0,82,10,82,1.0,2,68.0,3,2,3,2,2,3,1,2,1,1,0,1,0
25.0,88,9,58,0.0,4,70.0,3,3,1,1,2,1,3,1,1,1,0,0,0
14.0,84,6,96,2.0,2,66.0,2,2,2,1,2,2,3,3,1,0,0,1,0
5.0,65,7,71,0.0,2,67.07012148239274,3,1,2,1,2,1,2,3,0,1,0,1,0
19.0,99,8,88,1.0,3,71.0,3,2,3,1,3,3,1,3,1,0,0,0,1
19.0,65,10,58,2.0,3,64.0,3,1,2,2,3,3,3,2,0,1,0,1,1
21.0,70,8,74,2.0,3,65.0,2,2,1,2,2,3,3,3,0,1,0,0,0
24.0,93,7,76,2.0,1,70.0,2,2,3,1,2,2,1,1,1,1,1,0,0
24.0,85,9,89,1.0,2,70.0,1,3,2,1,2,3,3,2,1,1,0,0,0
22.0,94,7,81,2.0,4,71.0,3,1,2,2,3,2,1,3,1,1,0,0,0
27.0,81,6,70,0.0,5,70.0,3,3,2,1,2,3,1,3,1,1,0,0,1
11.0,75,8,64,3.0,3,62.0,3,1,2,1,2,2,2,2,0,1,1,0,1
23.0,97,6,99,1.0,3,72.0,2,2,1,1,2,3,1,1,1,1,0,1,1
24.0,61,10,64,0.0,3,62.0,2,2,1,1,2,3,1,1,0,1,0,1,1
13.0,94,7,56,2.0,4,67.0,2,1,3,1,3,2,2,1,1,1,0,0,0
11.0,69,8,65,0.0,2,67.07012148239274,2,1,1,1,2,1,2,2,1,1,0,0,0
16.0,94,6,66,3.0,4,69.0,2,1,2,2,3,1,2,1,1,1,0,0,1
16.0,66,9,56,0.0,4,60.0,1,2,2,1,3,3,2,1,0,1,1,1,1
25.0,83,7,85,2.0,4,72.0,3,3,3,1,2,1,2,1,1,1,0,0,0
16.0,96,7,81,0.0,3,66.0,2,2,2,1,1,1,1,2,0,1,0,0,0
15.0,79,7,66,2.0,3,66.0,3,2,2,1,2,3,2,3,1,1,0,0,1
16.0,90,5,100,1.0,4,69.0,3,2,1,3,2,1,1,2,1,1,0,1,0
27.0,92,7,83,2.0,4,70.0,2,1,1,1,2,3,2,2,1,1,1,0,1
20.0,89,8,85,2.0,1,70.0,2,1,2,2,3,3,3,1,1,1,0,0,1
19.0,97,5,78,0.0,3,70.0,3,3,1,2,1,1,2,2,0,1,0,1,0
19.0,78,9,78,2.0,2,67.0,3,1,2,1,3,1,2,1,1,1,0,0,1
28.0,67,7,51,2.0,3,67.0,2,3,2,2,2,2,1,1,1,1,0,0,1
16.0,62,7,89,0.0,3,59.0,1,1,3,2,2,2,1,3,0,1,0,0,1
28.0,70,4,96,1.0,2,67.0,2,2,1,2,2,3,1,2,1,1,0,1,0
21.0,66,7,56,1.0,4,65.0,2,3,2,1,2,2,3,2,1,1,0,1,0
19.0,82,5,90,1.0,3,68.0,2,2,2,3,2,1,2,1,0,1,0,0,0
35.0,67,6,77,1.0,3,71.0,3,3,1,1,2,3,2,1,1,1,0,0,0
14.0,62,5,64,2.0,3,61.0,2,2,2,1,2,2,2,1,0,1,0,0,0
18.0,61,6,96,0.0,3,63.0,2,2,2,2,2,1,1,1,1,1,0,0,0
13.0,93,7,51,1.0,3,67.0,3,2,1,1,3,2,1,1,1,1,0,1,1
26.0,84,7,64,1.0,4,69.0,2,3,2,2,3,2,2,1,0,0,0,0,0
30.0,74,8,94,0.0,3,70.0,3,2,1,2,2,3,1,1,0,1,0,0,0
30.0,96,4,74,0.0,3,69.0,1,2,3,1,1,1,1,2,1,0,0,0,0
27.0,63,7,80,1.0,4,66.0,2,3,2,1,3,2,1,3,1,1,0,0,1
19.0,99,7,87,1.0,4,70.0,1,2,1,2,2,3,1,2,1,1,0,0,1
18.0,85,6,57,2.0,2,67.0,2,2,1,2,3,2,3,2,1,1,0,0,0
10.0,67,6,61,0.0,2,61.0,3,3,2,1,3,2,1,1,0,1,0,1,1
32.0,87,9,100,2.0,2,74.0,3,2,2,2,1,2,3,2,1,1,0,1,0
23.0,91,10,62,1.0,3,70.0,3,2,1,2,3,1,2,1,1,1,0,1,0
17.0,77,4,77,0.0,4,66.0,2,3,1,2,2,3,1,1,1,1,0,1,1
28.0,94,6,65,1.0,1,73.0,3,2,3,1,3,3,1,1,1,1,0,0,1
14.0,66,5,93,1.0,2,62.0,2,2,2,2,2,1,1,1,1,1,0,1,0
22.0,71,7,98,2.0,2,65.0,1,2,1,1,3,2,1,2,1,1,0,0,1
19.0,64,9,57,0.0,3,62.0,2,3,1,2,3,2,1,1,0,1,0,1,1
24.0,68,8,80,1.0,4,64.0,2,1,2,1,1,3,3,2,1,0,0,0,0
20.0,70,7,91,1.0,2,63.0,2,2,2,1,2,1,1,3,1,1,0,0,0
11.0,97,7,91,1.0,4,69.0,2,2,2,2,2,3,1,1,0,1,0,0,0
20.0,63,7,72,3.0,5,63.0,2,2,1,1,3,1,3,1,0,1,1,0,0
26.0,77,8,61,1.0,4,67.0,2,2,2,1,2,2,2,2,1,1,0,0,0
20.0,81,8,69,1.0,2,65.0,1,2,2,2,2,2,1,1,0,1,0,1,1
25.0,96,8,88,0.0,1,71.0,3,2,2,1,2,2,1,1,0,1,0,1,0
14.0,100,4,100,3.0,3,71.0,2,2,2,1,2,2,3,2,1,1,0,0,1
20.0,90,7,78,0.0,4,69.0,2,2,3,2,3,3,3,3,0,1,1,0,0
16.0,99,7,60,2.0,3,71.0,3,2,2,1,3,2,3,2,1,1,0,1,0
24.0,91,8,52,1.0,5,68.0,2,1,2,1,2,2,1,1,1,1,0,0,0
20.0,99,7,97,2.0,0,70.0,2,1,2,1,2,2,1,1,1,1,0,0,0
24.0,88,8,74,0.0,3,71.0,3,2,2,1,3,2,3,1,1,1,0,1,0
27.0,63,6,86,1.0,4,68.0,2,2,2,2,2,3,3,1,1,1,0,0,1
24.0,76,8,83,1.0,4,69.0,3,1,2,3,2,3,1,1,0,1,0,1,1
22.0,86,9,95,1.2926987210620042,2,71.0,2,2,2,2,1,3,2,1,1,1,0,1,0
14.0,74,5,63,2.0,3,63.0,2,3,1,1,3,3,2,3,0,0,0,1,1
20.0,71,5,72,1.2926987210620042,4,66.0,2,1,2,2,2,3,3,2,0,1,0,0,0
17.0,83,8,96,1.0,3,67.0,2,2,2,1,2,3,2,2,0,1,0,0,0
18.0,97,7,79,3.0,3,71.0,1,3,2,3,2,3,1,3,1,1,0,1,0
18.0,61,9,54,0.0,2,59.0,1,1,2,2,2,2,2,1,0,1,0,0,1
14.0,91,7,60,0.0,2,67.0,2,3,2,3,2,2,1,1,1,1,0,0,0
8.0,89,8,62,2.0,4,66.0,3,3,2,2,2,3,1,2,0,1,1,0,0
16.0,99,6,100,1.0,3,72.0,3,1,3,3,3,3,1,3,1,1,0,0,1
21.0,97,8,61,0.0,3,70.0,3,3,1,1,3,2,3,1,0,1,1,0,1
12.0,90,8,93,3.0,3,68.0,2,2,1,3,2,2,1,1,1,1,0,0,1
20.0,81,6,54,0.0,2,63.0,2,1,1,1,1,3,2,2,0,1,0,0,1
31.0,68,9,59,3.0,2,69.0,2,2,2,3,3,2,3,1,0,1,0,0,1
26.0,82,4,94,0.0,3,67.0,2,1,1,1,1,3,1,1,0,1,0,1,0
30.0,91,7,95,1.0,3,75.0,3,2,1,2,3,3,2,1,1,1,0,0,1
22.0,96,5,59,0.0,2,67.0,1,1,2,2,3,3,1,3,1,1,0,1,1
27.0,92,5,61,0.0,3,74.0,3,3,2,2,3,3,3,1,1,1,0,1,0
16.0,68,8,77,1.0,4,66.0,3,2,2,2,3,3,3,2,1,1,0,0,0
16.0,84,5,53,2.0,1,65.0,3,2,2,1,2,2,1,1,1,0,0,0,0
4.0,73,5,97,1.0,1,60.0,2,1,3,1,3,1,1,1,1,1,0,0,0
27.0,60,8,68,1.0,4,63.0,3,2,3,2,2,1,1,3,0,1,1,1,1
29.0,68,5,74,3.0,2,69.0,3,1,1,3,3,2,3,1,1,1,1,0,0
17.0,65,9,55,1.0,2,64.0,3,3,2,2,2,3,1,1,0,1,0,0,0
18.0,94,8,52,1.0,4,68.0,2,1,2,2,2,3,2,1,1,1,0,1,1
15.0,70,6,73,2.0,4,63.0,2,2,1,2,1,3,1,2,0,1,0,0,0
22.0,71,8,56,0.0,2,65.0,2,2,1,2,3,2,3,1,1,1,0,0,0
27.0,98,4,82,0.0,3,74.0,3,2,2,3,2,3,1,1,0,1,0,0,1
10.0,75,8,90,2.0,2,65.0,3,2,2,1,2,3,3,2,1,1,0,0,0
22.0,60,5,52,0.0,2,61.0,2,2,2,1,2,1,1,1,1,1,0,0,1
18.0,71,6,81,1.0,3,66.0,3,2,2,1,3,3,1,1,1,1,0,0,0
21.0,65,6,91,1.0,3,67.0,3,2,3,2,3,3,1,2,1,1,0,0,0
23.0,64,9,72,0.0,3,66.0,2,3,2,1,3,3,2,1,1,1,0,0,0
19.0,63,6,98,1.2926987210620042,2,69.0,2,3,3,3,2,3,3,1,0,1,0,1,0
19.0,84,7,56,2.0,3,65.0,2,2,1,1,2,2,1,2,1,1,0,0,1
19.0,68,6,66,2.0,3,65.0,3,3,2,2,2,2,1,3,0,1,0,0,1
26.0,74,6,62,0.0,3,66.0,2,3,2,1,2,2,1,1,0,1,0,1,1
23.0,94,5,100,2.0,2,73.0,3,2,1,2,3,2,3,1,0,1,0,0,0
21.0,77,7,65,2.0,2,64.0,2,1,2,1,3,1,1,2,1,1,0,0,1
12.0,97,7,69,0.0,5,67.0,1,2,1,1,3,3,1,1,1,1,0,0,1
18.0,80,8,92,0.0,1,67.0,1,2,3,2,3,3,2,1,1,1,0,1,0
25.0,76,7,96,3.0,4,68.0,1,2,2,2,2,3,1,1,1,1,1,0,1
20.0,90,7,97,2.0,3,71.0,1,2,2,3,3,3,2,2,1,1,0,0,0
24.0,63,8,78,0.0,3,64.0,2,2,2,1,3,1,1,1,1,1,0,1,0
31.0,64,6,83,1.0,2,67.0,2,2,2,2,2,3,1,2,1,1,0,0,1
26.0,86,5,67,2.0,1,68.0,1,2,2,1,3,3,1,2,0,1,0,1,1
21.0,79,8,80,1.0,3,67.0,2,1,3,1,3,1,2,1,1,1,0,1,0
17.0,92,6,65,3.0,2,70.0,2,1,3,2,3,3,2,1,1,1,0,0,0
5.0,97,7,87,2.0,3,64.0,1,2,2,2,2,2,1,3,1,1,1,1,1
19.0,76,6,65,0.0,4,63.0,2,2,2,1,2,2,1,1,1,1,1,0,1
18.0,84,6,94,3.0,4,71.0,3,3,2,3,2,2,1,1,0,1,0,0,0
22.0,80,4,57,1.0,3,64.0,1,1,1,1,2,2,3,2,0,1,0,0,0
19.0,99,8,79,3.0,4,70.0,1,1,3,2,2,3,1,1,0,1,0,1,0
18.0,93,4,76,3.0,3,70.0,3,2,3,1,2,1,2,1,0,1,0,0,1
9.0,96,9,63,1.0,1,67.0,3,2,2,3,2,2,1,1,1,1,0,1,0
14.0,70,9,51,1.0,4,62.0,2,2,1,1,3,1,2,1,1,1,0,0,0
23.0,91,6,57,2.0,2,69.0,2,2,1,1,3,3,1,1,0,1,0,1,0
30.0,71,9,98,2.0,1,69.0,3,1,1,3,2,3,1,2,0,1,0,0,1
19.0,68,10,97,0.0,3,62.0,3,1,1,1,2,3,2,3,0,0,0,0,1
22.0,98,7,56,1.0,1,70.0,2,1,3,3,2,2,2,1,0,1,0,1,1
26.0,61,8,69,2.0,3,66.0,2,2,3,2,3,3,1,1,1,1,0,0,0
15.0,99,7,73,1.0,3,69.0,2,3,1,1,2,3,1,1,0,1,0,0,0
22.0,66,9,74,3.0,3,65.0,1,2,2,1,3,1,3,1,1,1,0,0,1
16.0,93,5,65,0.0,3,66.0,3,1,1,2,2,1,1,1,1,1,0,0,1
25.0,71,7,96,2.0,3,69.0,2,3,1,1,2,3,1,1,1,1,0,0,1
21.0,74,8,95,1.0,5,66.0,2,3,1,2,2,3,1,3,1,1,1,1,1
22.0,69,8,51,1.0,3,65.0,3,1,2,1,3,3,1,1,1,1,0,0,1
15.0,83,7,83,1.0,2,66.0,1,2,1,3,2,2,3,1,1,1,0,0,1
24.0,74,9,54,1.0,3,63.0,1,1,2,1,2,2,1,1,1,1,0,0,1
33.0,86,7,80,0.0,3,72.0,2,1,2,1,3,2,3,1,1,1,0,0,1
14.0,61,7,93,3.0,2,62.0,2,2,1,2,3,1,1,2,1,1,0,0,0
18.0,63,8,82,1.0,1,64.0,3,3,2,3,2,1,1,1,0,1,0,1,0
21.0,64,7,73,2.0,2,61.0,1,2,3,1,2,1,2,3,0,1,1,0,1
25.0,77,7,98,0.0,2,70.0,2,3,1,3,2,3,1,1,1,1,0,0,0
17.0,93,6,87,1.0,2,67.0,2,2,2,1,3,1,1,2,0,1,0,1,1
19.969226081657524,96,10,62,3.0,4,66.0,3,3,2,1,2,2,1,3,1,1,0,1,0
28.0,70,6,69,2.0,4,66.0,2,2,2,1,1,3,1,1,1,1,1,0,0
25.0,83,8,88,1.0,3,68.0,2,1,1,2,3,2,2,1,1,1,1,0,0
10.0,91,10,51,0.0,3,67.0,3,3,2,1,2,3,3,2,1,1,0,0,0
16.0,72,5,53,1.0,3,65.0,3,2,2,3,3,3,2,1,0,1,0,0,0
29.0,76,8,93,0.0,4,70.0,3,2,1,2,3,3,2,2,1,0,0,0,0
29.0,81,7,52,1.0,4,69.0,2,2,2,3,2,2,2,1,1,0,0,0,1
26.0,65,10,84,1.0,4,68.0,2,2,2,1,3,3,3,1,1,1,0,0,0
19.0,61,6,66,0.0,1,61.0,2,2,2,3,2,2,1,1,0,1,0,0,0
20.0,66,6,91,0.0,5,65.0,3,2,1,2,3,1,1,3,1,1,0,0,0
19.0,85,7,92,3.0,2,71.0,3,3,2,2,2,2,2,1,0,1,0,0,1
27.0,63,6,98,0.0,3,66.0,3,2,1,2,2,1,1,1,0,1,0,1,1
15.0,68,6,55,0.0,3,62.0,3,2,2,3,2,3,1,1,0,0,0,1,1
15.0,74,10,71,0.0,2,61.0,1,1,2,1,3,1,3,1,0,1,0,0,0
26.0,63,7,79,1.0,2,67.0,3,3,2,1,3,1,1,1,1,1,0,0,0
20.0,68,6,96,0.0,3,66.0,3,2,2,1,3,2,1,1,1,1,0,0,1
28.0,96,6,63,1.0,2,71.0,3,1,3,3,2,3,1,2,0,0,0,0,1
16.0,61,8,54,0.0,3,62.0,3,2,3,1,3,3,2,2,1,1,0,1,0
